type,text
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,# w jetton ave if you forgot
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,Hey they r not watching movie tonight so i'll prob b home early...
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,"Hmph. Go head, big baller."
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,In meeting da. I will call you
ham,What's your room number again? Wanna make sure I'm knocking on the right door
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,Have you always been saying welp?
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,Lol yes. But it will add some spice to your day.
ham,i thought we were doing a king of the hill thing there.
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,have you ever had one foot before?
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,"Turns out my friends are staying for the whole show and won't be back til ~ # , so feel free to go ahead and smoke that $ # worth"
ham,K...k:)why cant you come here and search job:)
ham,Home so we can always chat
ham,Mmm thats better now i got a roast down me! i’d b better if i had a few drinks down me 2! Good indian?
ham,Nope... C u then...
ham,"Trust me. Even if isn't there, its there."
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
ham,Ok. I.ll do you right later.
ham,If u sending her home first it's ok lor. I'm not ready yet.
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,Whatsup there. Dont u want to sleep
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Dont gimme that lip caveboy
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,Huh i cant thk of more oredi how many pages do we have?
ham,Pls come quick cant bare this.
ham,Is fujitsu s series lifebook good?
ham,I pocked you up there before
ham,Sending you greetings of joy and happiness. Do have a gr8 evening
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,Huh so early.. Then u having dinner outside izzit?
ham,Jesus armand really is trying to tell everybody he can find
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,either way works for me. I am # years old. Hope that doesnt bother you.
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,DECIMAL m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Or just do that 6times
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Pathaya enketa maraikara pa'
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, # ."
ham,Smith waste da.i wanna gayle.
ham,Hi good mornin.. Thanku wish u d same..
ham,Whatsup there. Dont u want to sleep
ham,... and don€˜t worry we€˜ll have finished by march ... ish!
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,Tomarrow i want to got to court. At DECIMAL . So you come to bus stand at 9.
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of # Lacs.there is no source to arng dis amt. # lacs..thats my prob
ham,Great! I have to run now so ttyl!
ham,You all ready for * big day tomorrow?
ham,Nope i waiting in sch 4 daddy...
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Awesome, plan to get here any time after like # , I'll text you details in a wee bit"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,Are you free now?can i call now?
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,Am i that much dirty fellow?
ham,"Yep, at derek's house now, see you Sunday 3"
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
ham,I'm at bruce & fowler now but I'm in my mom's car so I can't park (long story)
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,"Sorry I flaked last night, stuff is seriously goin down with my roommate, what you up to tonight?"
ham,Everybody had fun this evening. Miss you.
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,Thanks for this hope you had a good day today
ham,Aight sorry I take ten years to shower. What's the plan?
ham,"Hi, my love! How goes that day? This morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
spam,You have 1 new message. Please call 08712400200.
ham,i dnt wnt to tlk wid u
ham,Good evening! this is roger. How are you?
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,Lmao you know me so well...
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,"Ha. You don€˜t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,I borrow ur bag ok.
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
ham,"Come around DECIMAL pm vikky..i'm otside nw, il come by tht time"
ham,I'm at home. Please call
ham,Ugh I'm resubbing to eve
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
ham,Yes da. Any plm at ur office
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
ham,"No, but you told me you were going, before you got drunk!"
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip & don't worry.
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally bad to demand a blood oath fo"
ham,Okie u wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Ok no prob... I'll come after lunch then...
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Ok lor...
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Cool. I am # inches long. hope you like them big!
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,"that would be good ... I'll phone you tomo lunchtime, shall I, to organise something?"
ham,U should have made an appointment
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,Yeah so basically any time next week you can get away from your mom & get up before 3
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,I'm coming home 4 dinner.
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Its sunny in california. The weather's just cool
ham,"Kate jackson rec center before 7ish, right?"
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,"House-Maid is the murderer, coz the man was murdered on # th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,"Watching cartoon, listening music & at eve had to go temple & church.. What about u?"
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,Will be out of class in a few hours. Sorry
ham,Haha i think i did too
ham,Long after I quit. I get on only like 5 minutes a day as it is.
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
